Place Name,Location,Category,Description,Rating,State,latitude,longitude
Pinjore Gardens,Yamunanagar,Garden,"Pinjore Gardens, also known as Yadavindra Gardens, is a historic garden located in Yamunanagar district of Punjab. It is a Mughal-style garden dating back to the 17th century and is known for its exquisite architecture, fountains, and lush greenery. Visitors can stroll through the gardens, enjoy the scenic beauty, and explore the ancient structures within the premises.",4.2,Punjab,30.7963,76.9173
Ranjit Sagar Dam,Pathankot,Dam,"Ranjit Sagar Dam, also known as Thein Dam, is a large hydroelectric dam located in Pathankot district of Punjab. It is built on the Ravi River and serves as a major source of irrigation and power generation for the region. Visitors can witness the massive structure of the dam, enjoy boating in the reservoir, and take in the scenic views of the surrounding landscape.",4.1,Punjab,32.275,75.633
Kila Raipur Sports Festival,Ludhiana,Cultural Event,"Kila Raipur Sports Festival, also known as Rural Olympics, is a unique cultural event held annually in Ludhiana, Punjab. It showcases traditional rural sports and competitions, including bullock cart races, tractor races, wrestling, and other traditional games. Visitors can witness the adrenaline-pumping sports, experience the vibrant Punjabi culture, and enjoy the festive atmosphere of the event.",4.3,Punjab,30.773,75.729
Maharaja Ranjit Singh Museum,Amritsar,Museum,"Maharaja Ranjit Singh Museum is a historical museum located in Amritsar, Punjab. It is dedicated to showcasing the life, achievements, and artifacts related to Maharaja Ranjit Singh, the founder of the Sikh Empire. The museum houses a collection of paintings, arms and armory, personal belongings, and rare manuscripts. Visitors can learn about the rich history and legacy of Maharaja Ranjit Singh.",4.2,Punjab,31.6238,74.8767
Bhatinda Fort,Bhatinda,Historical Site,"Bhatinda Fort, also known as Qila Mubarak, is an ancient fort located in Bhatinda, Punjab. It is believed to be one of the oldest surviving forts in India, with a history dating back to the Kushan period. The fort is known for its impressive architecture, intricate carvings, and historical significance. Visitors can explore the fort complex, admire the ancient structures, and learn about the region's rich heritage.",4.1,Punjab,30.207,74.9514
Sheesh Mahal,Patiala,Historical Site,"Sheesh Mahal, also known as the Palace of Mirrors, is a splendid palace located in Patiala, Punjab. It is a part of the Old Moti Bagh Palace complex and is known for its exquisite mirror work and frescoes. The palace reflects the grandeur of the royal era and offers a glimpse into the opulent lifestyle of the Maharajas of Patiala. Visitors can marvel at the intricate artwork, explore the palace's rooms and galleries, and appreciate the architectural brilliance.",4.4,Punjab,30.3375,76.4006
Sangrur Heritage Walk,Sangrur,Heritage Walk,"Sangrur Heritage Walk is a guided walking tour that takes visitors through the historical and cultural landmarks of Sangrur, Punjab. It offers a glimpse into the rich heritage, architecture, and traditions of the region. The walk covers attractions such as the Sangrur Fort, Gurudwara Nanakiana Sahib, and various havelis. Visitors can learn about the history of Sangrur, interact with locals, and experience the charm of the city.",4.3,Punjab,30.2445,75.835
Khatkar Kalan,Kapurthala,Historical Site,"Khatkar Kalan is a village located in Kapurthala district of Punjab. It holds historical significance as the birthplace of Shaheed Bhagat Singh, one of India's prominent freedom fighters. The village is home to the Bhagat Singh Memorial Museum, dedicated to preserving the memory and contributions of Bhagat Singh. Visitors can explore the museum, learn about Bhagat Singh's life and sacrifice, and pay their respects at his ancestral house.",4.5,Punjab,31.3511,75.392
Gurdwara Fatehgarh Sahib,Sirhind,Religious Site,"Gurdwara Fatehgarh Sahib is a prominent Sikh gurdwara located in Sirhind, Punjab. It commemorates the martyrdom of the younger Sahibzadas (sons) of Guru Gobind Singh, Sahibzada Fateh Singh and Sahibzada Zorawar Singh. The gurdwara complex includes the historic Fatehgarh Sahib Fort, where the young princes were imprisoned. Visitors can pay their respects, attend religious ceremonies, and learn about the sacrifice of the Sahibzadas.",4.6,Punjab,30.6452,76.3804
Kapurthala Palace,Kapurthala,Palace,"Kapurthala Palace, also known as Jagatjit Palace, is a stunning palace located in Kapurthala, Punjab. It is a blend of Indo-European architectural styles and resembles the Palace of Versailles in France. The palace served as the residence of the royal family of Kapurthala. Today, it houses the Sainik
Place Name,Location,Category,Description,Rating,State,Latitude,Longitude
Kapurthala Palace,Kapurthala,Palace,Kapurthala Palace",4.5,Punjab,31.3797,75.3897
Bhakra Nangal Dam,Rupnagar,Dam,"Bhakra Nangal Dam is a colossal dam located in Rupnagar district of Punjab. It is one of the highest gravity dams in the world and a major hydroelectric power generation project. 

",,,,
Dal Lake,Srinagar,Lake,"Dal Lake is a beautiful lake located in Srinagar, Jammu and Kashmir. It is known for its stunning natural beauty, houseboats, and floating gardens. The lake is surrounded by picturesque mountains and offers a serene ambiance. Visitors can enjoy shikara boat rides, stay in houseboats, and explore the Mughal gardens located along the lake.",4.8,Jammu and Kashmir,34.0837,74.7973
Gulmarg,Baramulla,Hill Station,"Gulmarg is a popular hill station located in Baramulla district of Jammu and Kashmir. It is known for its breathtaking landscapes, snow-covered peaks, and skiing opportunities. Gulmarg is also home to the highest golf course in the world. Visitors can enjoy skiing, snowboarding, gondola rides, and take in the panoramic views of the Himalayas.",4.7,Jammu and Kashmir,34.0494,74.382
Vaishno Devi,Katra,Religious Site,"Vaishno Devi is a revered Hindu pilgrimage site located in Katra, Jammu and Kashmir. It is dedicated to Goddess Vaishnavi, also known as Mata Rani. The shrine is situated atop the Trikuta Mountains and attracts millions of devotees each year. Visitors embark on a trek to reach the shrine, which is believed to fulfill the wishes of the pilgrims. The journey to Vaishno Devi is a spiritual and rewarding experience.",4.9,Jammu and Kashmir,32.9837,74.9426
Sonamarg,Ganderbal,Hill Station,"Sonamarg, also known as the ""Meadow of Gold,"" is a scenic hill station located in Ganderbal district of Jammu and Kashmir. It is nestled in the Himalayas and offers breathtaking views of snow-clad mountains, glaciers, and flower-laden meadows. Sonamarg is the starting point for the famous Amarnath Yatra pilgrimage. Visitors can enjoy trekking, camping, and horse riding amidst the pristine natural beauty.",4.6,Jammu and Kashmir,34.2979,75.2849
Pahalgam,Anantnag,Hill Station,"Pahalgam is a picturesque hill station located in Anantnag district of Jammu and Kashmir. It is known for its lush green meadows, gushing rivers, and snow-capped peaks. Pahalgam serves as the base camp for the Amarnath Yatra and is a popular destination for adventure enthusiasts. Visitors can indulge in activities like trekking, camping, horse riding, and enjoy the scenic beauty of the surrounding mountains.",4.5,Jammu and Kashmir,34.0115,75.3152
Srinagar,Srinagar,City,"Srinagar is the capital city of Jammu and Kashmir and is known for its mesmerizing beauty and cultural heritage. It is often referred to as the ""Venice of the East"" due to its enchanting lakes and houseboats. Srinagar is famous for its Mughal gardens, including Nishat Bagh, Shalimar Bagh, and Chashme Shahi. Visitors can explore the city's architectural marvels, enjoy shikara rides on the Dal Lake, and savor the delicious Kashmiri cuisine.",4.7,Jammu and Kashmir,34.0837,74.7973
Lamayuru Monastery,Leh,Monastery,"Lamayuru Monastery is an ancient Buddhist monastery located in Leh district of Jammu and Kashmir. It is one of the oldest and largest monasteries in Ladakh, dating back to the 10th century. The monastery is renowned for its stunning location amidst towering mountains and its rich collection of thangkas (Buddhist paintings). Visitors can witness the daily rituals, explore the prayer halls, and soak in the spiritual atmosphere of the monastery.",4.6,Jammu and Kashmir,34.2074,76.8069
Nubra Valley,Leh,Valley,"Nubra Valley is a breathtaking valley located in Leh district of Jammu and Kashmir. It is known for its surreal landscapes, sand dunes, and double-humped Bactrian camels. The valley offers a unique blend of desert-like terrain and snow-capped mountains. Visitors can experience the thrilling drive over Khardung La Pass, indulge in camel rides, and explore the picturesque monasteries and villages scattered across the valley.",4.7,Jammu and Kashmir,34.4808,77.6271
Magnetic Hill,Leh,Unique Attraction,Magnetic Hill is a fascinating natural phenomenon located near Leh in Jammu and Kashmir. It is known for its magnetic properties that create an optical illusion of objects moving uphill against the force of gravity. Visitors can experience this gravity-defying phenomenon by parking their vehicles at a marked spot and witnessing them seemingly roll uphill on their own. Magnetic Hill is a popular tourist spot that piques curiosity and leaves visitors amazed.,4.5,Jammu and Kashmir,34.0692,77.5845
Dachigam National Park,Srinagar,National Park,"Dachigam National Park is a renowned national park located near Srinagar in Jammu and Kashmir. It is known for its diverse flora and fauna, including the critically endangered Hangul (Kashmir stag). The park is nestled in the picturesque Dachigam Mountains and offers scenic beauty and opportunities for wildlife sightings. Visitors can go on jeep safaris, trekking trails, and enjoy the pristine natural surroundings.",4.6,Jammu and Kashmir,34.2159,74.639
Mughal Gardens,Srinagar,Gardens,"Mughal Gardens are a group of beautiful gardens located in Srinagar, Jammu and Kashmir. These gardens were built during the Mughal era and reflect the Mughal style of garden design. The most famous Mughal Gardens in Srinagar include Shalimar Bagh, Nishat Bagh, and Chashme Shahi. Visitors can stroll through the well-manicured gardens, admire the fountains and flowerbeds, and relax in the tranquil atmosphere.",4.7,Jammu and Kashmir,34.0837,74.7973
Apharwat Peak,Gulmarg,Mountain,"Apharwat Peak is a majestic mountain peak located in Gulmarg, Jammu and Kashmir. It is a popular destination for adventure enthusiasts, offering thrilling opportunities for skiing and snowboarding. Apharwat Peak provides breathtaking views of the surrounding Himalayan ranges and is accessible via a gondola ride from Gulmarg. Visitors can enjoy the exhilarating winter sports, soak in the panoramic vistas, and experience the thrill of being on the highest point in Gulmarg.",4.6,Jammu and Kashmir,34.0369,74.3856
Martand Sun Temple,Anantnag,Temple,"Martand Sun Temple is an ancient Hindu temple located in Anantnag district of Jammu and Kashmir. It was built during the 8th century and is dedicated to the Sun god. The temple is known for its architectural grandeur and intricate carvings. Although in ruins, it remains a significant archaeological site and a testament to the rich cultural heritage of the region. Visitors can explore the remnants of the temple and appreciate its historical and artistic value.",4.4,Jammu and Kashmir,33.7475,75.2029
Yusmarg,Budgam,Hill Station,"Yusmarg is a scenic hill station located in Budgam district of Jammu and Kashmir. It is known for its breathtaking meadows, dense forests, and gushing streams. Yusmarg offers a tranquil escape from the hustle and bustle of city life and is ideal for nature lovers and adventure enthusiasts. Visitors can enjoy activities like horse riding, hiking, and picnicking amidst the picturesque surroundings.",4.3,Jammu and Kashmir,34.0266,74.5556
Shankaracharya Temple,Srinagar,Temple,"Shankaracharya Temple, also known as the Jyesteshwara Temple, is a prominent Hindu temple located on Shankaracharya Hill in Srinagar, Jammu and Kashmir. It is dedicated to Lord Shiva and is believed to have been built in the 9th century. The temple offers panoramic views of the city and the Dal Lake. Visitors need to climb a flight of stairs to reach the temple and can seek blessings while enjoying the serene ambiance.",4.2,Jammu and Kashmir,34.0913,74.8532
Gulmarg Gondola,Gulmarg,Cable Car Ride,"Gulmarg Gondola is a popular cable car ride located in Gulmarg, Jammu and Kashmir. It is one of the highest operating cable cars in the world and offers breathtaking views of the surrounding snow-covered mountains. The ride consists of two phases: the first phase takes visitors from Gulmarg to Kongdoori, and the second phase takes them to Apharwat Peak. Visitors can enjoy the panoramic vistas, indulge in snow activities, and experience the thrill of the cable car ride.",4.7,Jammu and Kashmir,34.0466,74.3853
Aharbal Waterfall,Kulgam,Waterfall,"Aharbal Waterfall is a scenic waterfall located in Kulgam district of Jammu and Kashmir. It is situated on the Veshu River and is surrounded by lush green forests and pristine natural beauty. Aharbal Waterfall is known for its captivating views and offers a peaceful ambiance for visitors to relax and enjoy the sound of cascading water. Visitors can also go on nature walks, enjoy picnics, and capture the beauty of the waterfall through photography.",4.5,Jammu and Kashmir,33.7709,75.0887
Doodhpathri,Budgam,Meadow,"Doodhpathri is a picturesque meadow located in Budgam district of Jammu and Kashmir. It is known for its lush green pastures, clear streams, and colorful flowers. Doodhpathri offers a serene and untouched natural beauty, making it a perfect destination for nature enthusiasts. Visitors can enjoy picnics, horse riding, and leisurely walks while appreciating the tranquil surroundings.",4.3,Jammu and Kashmir,34.0206,74.2743
Pari Mahal,Srinagar,Garden,"Pari Mahal is a historic garden located in Srinagar, Jammu and Kashmir. It was built during the reign of Mughal Emperor Shah Jahan and served as a residence for his eldest son, Dara Shikoh. Pari Mahal offers panoramic views of the city and the Dal Lake. It is known for its terraced gardens, beautiful architecture, and serene ambiance. Visitors can explore the gardens, enjoy the views, and learn about the historical significance of the site.",4.2,Jammu and Kashmir,34.071,74.8576
Amarnath Cave,Anantnag,Pilgrimage Site,"Amarnath Cave is a sacred Hindu pilgrimage site located in Anantnag district of Jammu and Kashmir. It is dedicated to Lord Shiva and is one of the holiest shrines in Hinduism. The cave is famous for the naturally formed ice lingam, which is believed to be an embodiment of Lord Shiva. Every year, thousands of devotees undertake a challenging trek to the cave to seek blessings. The pilgrimage season to Amarnath Cave usually takes place during the months of July and August.",4.8,Jammu and Kashmir,34.2205,75.3897
Chandanwari,Pahalgam,Scenic Spot,"Chandanwari is a scenic spot located near Pahalgam in Jammu and Kashmir. It is known for its natural beauty, snow-covered mountains, and the starting point of the annual Amarnath Yatra pilgrimage. Chandanwari is also famous for its captivating views and serves as a base camp for treks to nearby attractions like Betaab Valley and Sheshnag Lake. Visitors can enjoy the serene surroundings, go on nature walks, and indulge in adventure activities.",4.4,Jammu and Kashmir,34.043,75.2766
Verinag Spring,Anantnag,Natural Spring,"Verinag Spring is a natural spring located in Anantnag district of Jammu and Kashmir. It is believed to be the source of the Jhelum River, which is one of the major rivers in the region. Verinag Spring is known for its crystal-clear waters, Mughal-style architecture, and beautiful gardens. Visitors can relax in the serene surroundings, explore the Mughal pavilion, and enjoy the soothing sound of flowing water.",4.2,Jammu and Kashmir,33.7107,75.196
Hazaribagh,Hazaribagh,Nature Reserve,"Hazaribagh is a beautiful nature reserve located in Hazaribagh district of Jharkhand. It is known for its dense forests, wildlife, and scenic landscapes. Hazaribagh offers a tranquil environment for nature lovers and adventure enthusiasts. The reserve is home to various animal species, including tigers, leopards, and deer. Visitors can go on wildlife safaris, enjoy nature walks, and experience the serenity of the surroundings.",4.5,Jharkhand,23.9913,85.3619
Ranchi,Ranchi,Capital City,"Ranchi is the capital city of Jharkhand and serves as a major tourist destination in the state. It is known for its natural beauty, waterfalls, and serene lakes. Ranchi offers a blend of urban amenities and natural attractions, making it an ideal destination for all types of travelers. Visitors can explore attractions like Hundru Falls, Tagore Hill, and Rock Garden, and enjoy the pleasant weather and scenic surroundings of the city.",4.6,Jharkhand,23.3441,85.3096
Betla National Park,Palamu,National Park,"Betla National Park is a renowned national park located in Palamu district of Jharkhand. It is one of the oldest national parks in India and is known for its rich biodiversity and wildlife. The park is home to various animal species, including tigers, elephants, and sloth bears. Visitors can go on jungle safaris, enjoy birdwatching, and explore the lush green forests and scenic landscapes of Betla National Park.",4.4,Jharkhand,23.9846,84.0522
Netarhat,Netarhat,Hill Station,"Netarhat is a charming hill station located in Netarhat district of Jharkhand. It is often referred to as the 'Queen of Chotanagpur' and is known for its pleasant climate and beautiful landscapes. Netarhat offers breathtaking views of the surrounding hills, dense forests, and valleys. Visitors can enjoy activities like trekking, camping, and nature walks while immersing themselves in the serene ambiance of the hill station.",4.3,Jharkhand,23.4911,84.2655
Deoghar,Deoghar,Pilgrimage Site,"Deoghar is a popular pilgrimage site located in Deoghar district of Jharkhand. It is home to the famous Baba Baidyanath Temple, one of the twelve Jyotirlingas (shrines dedicated to Lord Shiva) in India. Deoghar attracts a large number of devotees, especially during the holy month of Shravan. Apart from the temple, visitors can explore attractions like Nandan Pahar and Tapovan and experience the spiritual aura of the city.",4.5,Jharkhand,24.4852,86.6882
McCluskieganj,Hazaribagh,Hill Station,"McCluskieganj is a quaint hill station located in Hazaribagh district of Jharkhand. It is known for its colonial-era charm, scenic landscapes, and artistic heritage. McCluskieganj was founded by an Anglo-Indian community in the early 20th century and still retains its old-world charm. Visitors can explore the colonial-style cottages, visit the art gallery, and enjoy the tranquility of the surroundings.",4.2,Jharkhand,23.7604,85.9913
Dalma Wildlife Sanctuary,Jamshedpur,Wildlife Sanctuary,"Dalma Wildlife Sanctuary is a popular wildlife sanctuary located near Jamshedpur in Jharkhand. It is known for its diverse flora and fauna, including species like elephants, barking deer, and sloth bears. The sanctuary offers opportunities for wildlife sightings, nature trails, and birdwatching. Visitors can also enjoy panoramic views of the surrounding hills and valleys from the Dalma Hills.",4.4,Jharkhand,22.8736,86.133
Palamau Tiger Reserve,Palamu,Tiger Reserve,"Palamau Tiger Reserve is a significant tiger reserve located in Palamu district of Jharkhand. It is one of the nine tiger reserves in the state and is known for its efforts in conserving the endangered Bengal tigers. The reserve is also home to other wildlife species like leopards, elephants, and wild boars. Visitors can go on tiger safaris, explore the dense forests, and experience the thrill of spotting wildlife in their natural habitat.",4.5,Jharkhand,23.9187,84.0167
Giridih,Giridih,Hill Station,"Giridih is a scenic hill station located in Giridih district of Jharkhand. It is known for its picturesque landscapes, lush green forests, and sparkling waterfalls. Giridih offers a serene environment for nature lovers and adventure enthusiasts. Visitors can explore attractions like Parasnath Hill, Usri Falls, and Khandoli Park, and indulge in activities like trekking, rock climbing, and boating.",4.3,Jharkhand,24.1839,86.2973
Sun Temple,Ranchi,Temple,"Sun Temple is a famous temple located in Ranchi, Jharkhand. It is dedicated to the Sun god and is known for its magnificent architecture and spiritual significance. The temple features intricate stone carvings and attracts devotees and tourists alike. Visitors can witness the mesmerizing sunset views from the temple premises and experience a sense of peace and tranquility.",4.2,Jharkhand,23.3587,85.3222
Patratu Valley,Ramgarh,Valley,"Patratu Valley is a scenic valley located in Ramgarh district of Jharkhand. It is known for its lush green landscapes, pristine water bodies, and picturesque views. Patratu Valley offers a serene retreat for nature lovers and is ideal for activities like boating, picnicking, and nature walks. Visitors can also enjoy the panoramic views of the Patratu Dam and surrounding hills.",4.4,Jharkhand,23.7724,85.5
Sita Falls,Ranchi,Waterfall,"Sita Falls is a mesmerizing waterfall located in Ranchi, Jharkhand. It is named after the mythical character Sita from the Hindu epic Ramayana. The waterfall is surrounded by lush green forests and offers a picturesque setting. Visitors can enjoy the natural beauty, take a dip in the refreshing waters, and spend a peaceful time in the lap of nature.",4.3,Jharkhand,23.3222,85.5292
Jamshedpur,Jamshedpur,City,"Jamshedpur, also known as Tatanagar, is a well-planned industrial city in Jharkhand. It is known for its steel industry, lush green parks, and urban infrastructure. Jamshedpur offers a blend of modern amenities and natural beauty, making it an attractive destination for tourists. Visitors can explore attractions like Jubilee Park, Tata Steel Zoological Park, and Bhuvaneshwari Temple, and experience the vibrant culture and hospitality of the city.",4.6,Jharkhand,22.8046,86.2029
Dassam Falls,Ranchi,Waterfall,"Dassam Falls is a magnificent waterfall located near Ranchi in Jharkhand. It is formed by the Kanchi River and is surrounded by dense forests and rocky terrain. Dassam Falls offers a picturesque setting and is a popular spot for picnics and nature walks. Visitors can witness the cascading waters, enjoy the cool breeze, and capture beautiful moments amidst nature.",4.4,Jharkhand,23.4552,85.4801
Hundru Falls,Ranchi,Waterfall,"Hundru Falls is a stunning waterfall located near Ranchi in Jharkhand. It is formed by the Subarnarekha River and cascades down from a height of around 98 meters. Hundru Falls is known for its natural beauty, rocky surroundings, and lush greenery. Visitors can witness the mesmerizing waterfall, relax in the serene ambiance, and indulge in photography and nature appreciation.",4.3,Jharkhand,23.3499,85.4553
Jonha Falls,Ranchi,Waterfall,"Jonha Falls, also known as Gautamdhara Falls, is a picturesque waterfall located near Ranchi in Jharkhand. It is formed by the Kanchi River and cascades down from a height of around 43 meters. Jonha Falls is surrounded by dense forests and offers a serene and tranquil atmosphere. Visitors can enjoy the scenic beauty, take a dip in the natural pool formed by the waterfall, and spend quality time amidst nature.",4.2,Jharkhand,23.3812,85.4453
Pahari Mandir,Ranchi,Temple,"Pahari Mandir is a famous temple located on a hilltop in Ranchi, Jharkhand. It is dedicated to Lord Shiva and is one of the most visited religious sites in the city. Pahari Mandir offers panoramic views of the city and the surrounding landscapes. Visitors can climb the stairs to reach the temple, seek blessings, and enjoy the breathtaking views from the hilltop.",4.5,Jharkhand,23.3659,85.3436
Ratu Palace,Ranchi,Heritage Site,"Ratu Palace, also known as Rajendra Kanan, is a historic palace located in Ranchi, Jharkhand. It was built during the British colonial era and served as the residence of the royal family of Ratu. The palace showcases a blend of architectural styles and is known for its grandeur and elegance. Visitors can explore the palace complex, admire the architectural details, and learn about the rich history and heritage associated with it.",4.2,Jharkhand,23.4133,85.2517
Parasnath Hill,Giridih,Pilgrimage Site,"Parasnath Hill, also known as Shikharji, is a revered pilgrimage site located in Giridih district of Jharkhand. It is considered to be one of the most sacred Jain pilgrimage destinations in India. Parasnath Hill is believed to be the place where 20 of the 24 Jain Tirthankaras (spiritual leaders) attained salvation. Visitors can undertake a strenuous trek to the summit, visit the Jain temples, and experience the spiritual aura of the place.",4.4,Jharkhand,24.0589,86.2942
Rajrappa Temple,Hazaribagh,Pilgrimage Site,"Rajrappa Temple is a popular pilgrimage site located in Hazaribagh district of Jharkhand. It is dedicated to Goddess Chhinnamastika, a form of Goddess Durga. The temple is situated on the banks of the Bhairavi River and is known for its scenic surroundings and religious significance. Visitors can seek blessings, participate in religious rituals, and enjoy the serene ambiance of the temple complex.",4.3,Jharkhand,23.6459,85.6431
Hirni Falls,Seraikela,Waterfall,"Hirni Falls is a beautiful waterfall located in Seraikela-Kharsawan district of Jharkhand. It is surrounded by dense forests and offers a picturesque setting. Hirni Falls is known for its natural beauty, cascading waters, and serene atmosphere. Visitors can enjoy the mesmerizing views, take a refreshing dip in the pool formed by the waterfall, and spend a relaxing time in the lap of nature.",4.2,Jharkhand,22.8894,85.7576
Baidyanath Dham,Deoghar,Pilgrimage Site,"Baidyanath Dham, also known as Baba Baidyanath Temple, is a revered pilgrimage site located in Deoghar district of Jharkhand. It is one of the twelve Jyotirlingas (shrines dedicated to Lord Shiva) in India and attracts a large number of devotees. Baidyanath Dham is believed to be the place where Lord Shiva resides in the form of Jyotirlinga. Visitors can seek blessings, participate in religious rituals, and experience the divine ambiance of the temple complex.",4.5,Jharkhand,24.4817,86.6951
Usri Falls,Giridih,Waterfall,"Usri Falls is a picturesque waterfall located in Giridih district of Jharkhand. It is formed by the Usri River and is surrounded by lush green forests and rocky terrain. Usri Falls offers a serene and tranquil atmosphere, making it an ideal spot for nature lovers. Visitors can witness the cascading waters, enjoy the peaceful surroundings, and rejuvenate amidst the beauty of nature.",4.3,Jharkhand,24.2872,86.2222
Mirchaiya Falls,Lohardaga,Waterfall,"Mirchaiya Falls is a scenic waterfall located in Lohardaga district of Jharkhand. It is formed by the Kharkai River and offers a picturesque setting amidst lush greenery. Mirchaiya Falls is known for its natural beauty, cascading waters, and peaceful ambiance. Visitors can enjoy the scenic views, relax in the serene surroundings, and capture beautiful moments in the lap of nature.",4.2,Jharkhand,23.4366,84.7485
Hathi Pahar,Dhanbad,Viewpoint,"Hathi Pahar is a popular viewpoint located in Dhanbad, Jharkhand. It is named after the rock formations that resemble the shape of an elephant. Hathi Pahar offers panoramic views of the cityscape, surrounding hills, and the Damodar River. Visitors can enjoy the scenic beauty, witness the mesmerizing sunset, and capture breathtaking photographs.",4.4,Jharkhand,23.7858,86.392
Maa Chhinnamasta Temple,Ramgarh,Temple,"Maa Chhinnamasta Temple is a renowned temple located in Ramgarh district of Jharkhand. It is dedicated to Goddess Chhinnamasta, a form of Goddess Durga. The temple is known for its unique architectural style and religious significance. Visitors can seek blessings, participate in religious ceremonies, and experience the spiritual ambiance of the temple complex.",4.3,Jharkhand,23.6044,85.5214
Panchghagh Falls,Khunti,Waterfall,"Panchghagh Falls is a scenic waterfall located in Khunti district of Jharkhand. It is formed by the Kanchi River and is surrounded by dense forests and rocky terrain. Panchghagh Falls offers a picturesque setting and is known for its cascading waters and natural beauty. Visitors can enjoy the serene ambiance, take a refreshing dip in the pool formed by the waterfall, and explore the nearby natural surroundings.",4.2,Jharkhand,23.0335,85.2799
Tilaiya Dam,Koderma,Dam,"Tilaiya Dam is a major dam located in Koderma district of Jharkhand. It is built on the Barakar River and serves as a multipurpose reservoir for irrigation, drinking water supply, and hydroelectric power generation. Tilaiya Dam offers scenic views of the reservoir and the surrounding landscapes. Visitors can enjoy boating, fishing, and picnicking in the serene environment of the dam.",4.4,Jharkhand,24.3524,85.4926
Baidadih Temple,Dumka,Temple,"Baidadih Temple is a renowned temple located in Dumka district of Jharkhand. It is dedicated to Goddess Durga and is considered to be one of the Shakti Peethas (sacred places associated with Goddess


",,,,
Valley of Flowers,Chamoli,National Park,"Valley of Flowers is a breathtaking national park located in the Chamoli district of Uttarakhand. It is known for its vibrant meadows filled with numerous species of alpine flowers. The valley is a UNESCO World Heritage Site and offers stunning views of the Himalayan peaks. Visitors can enjoy trekking through the valley, witness the blooming flowers, and experience the untouched beauty of nature.",4.7,Uttarakhand,30.7279,79.6122
Nainital,Nainital,Hill Station,"Nainital is a popular hill station located in the Kumaon region of Uttarakhand. It is situated around the Naini Lake and is surrounded by lush green hills. Nainital is known for its pleasant climate, scenic beauty, and various tourist attractions. Visitors can enjoy boating in the lake, explore the Naini Peak, visit the Naina Devi Temple, and indulge in shopping and dining in the bustling mall road.",4.6,Uttarakhand,29.3803,79.4636
Jim Corbett National Park,Nainital,National Park,"Jim Corbett National Park is a renowned national park located in the Nainital district of Uttarakhand. It is India's oldest national park and is famous for its population of Bengal tigers. The park offers a unique wildlife experience, with a variety of flora and fauna. Visitors can go on jungle safaris, spot tigers and other wildlife, and explore the natural beauty of the park.",4.5,Uttarakhand,29.3949,78.9422
Rishikesh,Dehradun,Religious Town,"Rishikesh is a sacred town situated on the banks of the Ganges River in Uttarakhand. It is known as the Yoga Capital of the World"" and attracts spiritual seekers from all over the globe. Rishikesh is also famous for its ancient temples",4.7,Uttarakhand,30.0869,78.2676
Mussoorie,Dehradun,Hill Station,"Mussoorie is a picturesque hill station located in the Dehradun district of Uttarakhand. It is situated at an altitude of 2,005 meters in the Garhwal Himalayas. Mussoorie offers panoramic views of the Doon Valley and the snow-capped Himalayan peaks. Visitors can explore attractions like Kempty Falls, Gun Hill, and Lal Tibba, enjoy cable car rides, and indulge in nature walks amidst the beautiful surroundings.",4.5,Uttarakhand,30.4599,78.0666
Haridwar,Haridwar,Religious Town,"Haridwar is a holy city situated on the banks of the Ganges River in Uttarakhand. It is one of the seven holiest places in Hinduism and is believed to be the gateway to the gods. Haridwar is famous for its religious significance, especially the Kumbh Mela, which attracts millions of pilgrims. Visitors can take part in Ganga Aarti (a spiritual ritual), visit temples, and take a dip in the holy river to cleanse their sins.",4.5,Uttarakhand,29.9457,78.164
Munsiyari,Pithoragarh,Hill Station,"Munsiyari is a serene hill station located in the Pithoragarh district of Uttarakhand. It is nestled in the snow-capped peaks of the Himalayas and offers breathtaking views of the surrounding mountains. Munsiyari is known for its natural beauty, trekking trails, and opportunities for adventure sports. Visitors can explore the scenic landscapes, go trekking to places like Khaliya Top and Nanda Devi Temple, and experience the tranquility of the mountains.",4.6,Uttarakhand,30.2266,80.515
Auli,Chamoli,Ski Resort,"Auli is a popular ski resort located in the Chamoli district of Uttarakhand. It is known for its pristine slopes and stunning views of the Himalayan peaks like Nanda Devi and Kamet. Auli offers excellent opportunities for skiing, with well-maintained slopes and facilities for beginners and professionals. Visitors can enjoy skiing, take the cable car ride to Auli from Joshimath, and witness the panoramic vistas of the snow-clad mountains.",4.5,Uttarakhand,30.5281,79.566
Binsar,Almora,Hill Station,"Binsar is a scenic hill station located in the Almora district of Uttarakhand. It is situated at an altitude of 2,420 meters and is known for its panoramic views of the Himalayan peaks. Binsar is surrounded by a wildlife sanctuary, making it an ideal destination for nature and wildlife enthusiasts. Visitors can enjoy trekking, bird watching, and nature walks, and soak in the tranquility of the mountains.",4.4,Uttarakhand,29.6621,79.6271
Kedarnath,Garhwal,Pilgrimage Site,"Kedarnath is a revered pilgrimage site located in the Garhwal Himalayas of Uttarakhand. It is one of the Char Dham (four holy abodes) in Hinduism and is dedicated to Lord Shiva. Kedarnath is situated at an altitude of 3,583 meters and offers breathtaking views of the surrounding peaks. Visitors can undertake a trek to reach the temple, seek blessings, and experience the divine atmosphere of this sacred place.",4.7,Uttarakhand,30.7347,79.0669
